From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is_Laundering
1807,8019B7BF0,2368,8019B7560,1494.42,US Dollar,1494.42,US Dollar,ACH,0
70,10042B660,13821,801AC2EF0,1128.22,US Dollar,1128.22,US Dollar,Credit Card,0
70,10042B660,13821,801AC2EF0,647.21,US Dollar,647.21,US Dollar,Cash,0
11,800A03E00,21939,801B94850,3309.31,US Dollar,3309.31,US Dollar,Cheque,0
11,800A03E00,21939,801B94850,2296.36,US Dollar,2296.36,US Dollar,Credit Card,0
11,800A03E00,21939,801B94850,160.24,US Dollar,160.24,US Dollar,Cash,0
11,800A03E00,21939,801B94850,551.94,US Dollar,551.94,US Dollar,ACH,0
11,800A03E00,21939,801B94850,95.56,US Dollar,95.56,US Dollar,Wire,0
12,800A327C0,20,801C01070,45.8,US Dollar,45.8,US Dollar,Cheque,0
12,800A327C0,20,801C01070,291.54,US Dollar,291.54,US Dollar,Cash,0
12,80192B840,1439,801C8F3E0,357.17,US Dollar,357.17,US Dollar,Cheque,0
12,80192B840,1439,801C8F3E0,904.81,US Dollar,904.81,US Dollar,Credit Card,0
1639,800A7D1F0,224,801D11DB0,160.36,US Dollar,160.36,US Dollar,Cheque,0
1639,800A7D1F0,224,801D11DB0,132.85,US Dollar,132.85,US Dollar,Credit Card,0
1639,800A7D1F0,224,801D11DB0,13.19,US Dollar,13.19,US Dollar,Cash,0
21393,80136AE90,1110,801DDF1B0,3899.49,US Dollar,3899.49,US Dollar,Cheque,0
21393,80136AE90,1110,801DDF1B0,1392.36,US Dollar,1392.36,US Dollar,Credit Card,0
2860,801E3E2C0,12063,801E3E0E0,4235.21,US Dollar,4235.21,US Dollar,ACH,0
12966,801E3E310,12063,801E3E0E0,4472.42,US Dollar,4472.42,US Dollar,ACH,0
20,801E3E040,12063,801E3E0E0,2959.47,US Dollar,2959.47,US Dollar,ACH,0
23041,801E3E1D0,12063,801E3E0E0,157.24,US Dollar,157.24,US Dollar,ACH,0
22124,8012AF5B0,24633,801EFE020,5.6,US Dollar,5.6,US Dollar,Cheque,0
22124,8012AF5B0,24633,801EFE020,6.16,US Dollar,6.16,US Dollar,Cash,0
600,801176340,600,801176340,287.12,US Dollar,245.03,Euro,ACH,0
600,801176340,3389,802036990,287.12,US Dollar,287.12,US Dollar,Cheque,0
600,801176340,600,801176340,1152.98,US Dollar,983.95,Euro,ACH,0
600,801176340,3389,802036990,1152.98,US Dollar,1152.98,US Dollar,Credit Card,0
70,10042B660,15355,8020A1E20,1233.09,US Dollar,1233.09,US Dollar,Cheque,0
20,8001977C0,5394,8020A4230,320.15,US Dollar,320.15,US Dollar,Credit Card,0
1217,8013E7730,1291,802130710,252.11,US Dollar,252.11,US Dollar,Cheque,0
70,10042B660,20,802158FB0,86.9,US Dollar,86.9,US Dollar,Cheque,0
70,10042B660,20,802158FB0,54.85,US Dollar,54.85,US Dollar,Credit Card,0
4187,8020689E0,1291,802166FF0,42.7,US Dollar,42.7,US Dollar,Cheque,0
4187,8020689E0,1291,802166FF0,286.17,US Dollar,286.17,US Dollar,Credit Card,0
1231,8012D3C40,2196,8021736F0,158.25,US Dollar,158.25,US Dollar,Cheque,0
1231,8012D3C40,2196,8021736F0,930.18,US Dollar,930.18,US Dollar,Cash,0
1291,800731DB0,5206,8021C66A0,248.46,US Dollar,248.46,US Dollar,Cheque,0
1291,800731DB0,5206,8021C66A0,171.35,US Dollar,171.35,US Dollar,Credit Card,0
11047,800C3EDF0,22129,8021C6050,5731.7,US Dollar,5731.7,US Dollar,Cheque,0
11047,800C3EDF0,22129,8021C6050,3881.63,US Dollar,3881.63,US Dollar,Credit Card,0
3202,80216CEF0,23760,8022083C0,247.98,US Dollar,247.98,US Dollar,Cheque,0
3202,80216CEF0,23760,8022083C0,1187.16,US Dollar,1187.16,US Dollar,Credit Card,0
1812,801D55540,15680,802310D20,45.88,US Dollar,45.88,US Dollar,Cheque,0
1812,801D55540,15680,802310D20,283.6,US Dollar,283.6,US Dollar,Credit Card,0
1639,80055C090,3533,80231F660,566.27,US Dollar,566.27,US Dollar,Credit Card,0
1639,80055C090,3533,80231F660,19.3,US Dollar,19.3,US Dollar,Cash,0
11,8005986B0,22086,802346540,869.18,US Dollar,869.18,US Dollar,Cheque,0
11,8005986B0,22086,802346540,621.91,US Dollar,621.91,US Dollar,Credit Card,0
15680,802310D20,20,80252CF80,212.51,US Dollar,212.51,US Dollar,Cheque,0
15680,802310D20,20,80252CF80,1669.1,US Dollar,1669.1,US Dollar,Credit Card,0
70,10042B660,1638,8027A42C0,1650.81,US Dollar,1650.81,US Dollar,Cheque,0
70,10042B660,1638,8027A42C0,795.06,US Dollar,795.06,US Dollar,Credit Card,0
70,10042B660,1638,8027A42C0,344.86,US Dollar,344.86,US Dollar,Cash,0
22129,801B586B0,22481,8029E0210,233.31,US Dollar,233.31,US Dollar,Cheque,0
22129,801B586B0,22481,8029E0210,181.21,US Dollar,181.21,US Dollar,Credit Card,0
21939,8013FD930,1291,802AE9A10,128.37,US Dollar,128.37,US Dollar,Cheque,0
21939,8013FD930,1291,802AE9A10,198.53,US Dollar,198.53,US Dollar,Credit Card,0
70,10042B660,2368,802C93430,418.7,US Dollar,418.7,US Dollar,Cheque,0
70,10042B660,2368,802C93430,543.44,US Dollar,543.44,US Dollar,Credit Card,0
70,10042B660,1,802D7D4F0,464.17,US Dollar,464.17,US Dollar,Cheque,0
70,10042B660,1,802D7D4F0,66.45,US Dollar,66.45,US Dollar,Credit Card,0
11222,8016016A0,6314,8029861A0,10247.56,US Dollar,10247.56,US Dollar,Cheque,0
11222,8016016A0,6314,8029861A0,2945.17,US Dollar,2945.17,US Dollar,Credit Card,0
15355,80214D7C0,13354,8019D5790,140.73,US Dollar,140.73,US Dollar,Cheque,0
15355,80214D7C0,13354,8019D5790,118.15,US Dollar,118.15,US Dollar,Cash,0
1,800BC0B90,22185,802FCDEB0,2089.1,US Dollar,2089.1,US Dollar,Cheque,0
1,800BC0B90,22185,802FCDEB0,499.47,US Dollar,499.47,US Dollar,Credit Card,0
1,800BC0B90,22185,802FCDEB0,24.86,US Dollar,24.86,US Dollar,ACH,0
22124,800E7B260,11968,80302BE60,37.66,US Dollar,37.66,US Dollar,Cheque,0
22124,800E7B260,11968,80302BE60,148.83,US Dollar,148.83,US Dollar,ACH,0
1291,8004A7960,22547,803095D60,2723.43,US Dollar,2723.43,US Dollar,Cheque,0
1291,8004A7960,22547,803095D60,6825.85,US Dollar,6825.85,US Dollar,Credit Card,0
1291,8004A7960,22547,803095D60,514.15,US Dollar,514.15,US Dollar,Cash,0
1291,8004A7960,22547,803095D60,452.74,US Dollar,452.74,US Dollar,ACH,0
1291,8004A7960,22547,803095D60,759.03,US Dollar,759.03,US Dollar,Wire,0
1110,8008A89E0,24950,8031F52C0,17476.27,US Dollar,17476.27,US Dollar,Cheque,0
1110,8008A89E0,24950,8031F52C0,6475.7,US Dollar,6475.7,US Dollar,Wire,0
224,800660DA0,1807,80333E470,1524.91,US Dollar,1524.91,US Dollar,Cheque,0
224,800660DA0,1807,80333E470,15426.11,US Dollar,15426.11,US Dollar,Credit Card,0
1110,80076DB90,224,803343F60,218.9,US Dollar,218.9,US Dollar,Cheque,0
1110,80076DB90,224,803343F60,172.8,US Dollar,172.8,US Dollar,Credit Card,0
12,800E9EAD0,3440,803357A70,1079.25,US Dollar,1079.25,US Dollar,Cheque,0
2368,8011D3DD0,13125,803357FB0,79.49,US Dollar,79.49,US Dollar,Cheque,0
2368,8011D3DD0,13125,803357FB0,127.73,US Dollar,127.73,US Dollar,ACH,0
2692,802523B30,4790,80337FFB0,1739.31,US Dollar,1739.31,US Dollar,Cheque,0
2692,802523B30,4790,80337FFB0,215.09,US Dollar,215.09,US Dollar,Credit Card,0
2692,801E53990,16263,803479E20,119.4,US Dollar,119.4,US Dollar,Cheque,0
2692,801E53990,16263,803479E20,253.89,US Dollar,253.89,US Dollar,ACH,0
2175,801198940,1,80347C300,3026.35,US Dollar,3026.35,US Dollar,Cheque,0
2175,801198940,1,80347C300,1033.27,US Dollar,1033.27,US Dollar,Cash,0
2175,801198940,1,80347C300,120.3,US Dollar,120.3,US Dollar,ACH,0
1807,80348C4F0,8318,80348C720,1118.38,US Dollar,1118.38,US Dollar,ACH,0
1291,8005AC120,28932,8035968F0,1866.97,US Dollar,1866.97,US Dollar,Cheque,0
1291,8005AC120,28932,8035968F0,570.05,US Dollar,570.05,US Dollar,Credit Card,0
12063,801B754E0,22661,801EF2C00,124.85,US Dollar,124.85,US Dollar,Cheque,0
12063,801B754E0,22661,801EF2C00,106.72,US Dollar,106.72,US Dollar,Credit Card,0
22547,80101F5F0,27155,80360B990,1390.12,US Dollar,1390.12,US Dollar,Cheque,0
22547,80101F5F0,27155,80360B990,3175.87,US Dollar,3175.87,US Dollar,Credit Card,0
25304,803686050,25304,803686050,13.96,US Dollar,11.92,Euro,ACH,0
25304,803686050,12966,803746200,13.96,US Dollar,13.96,US Dollar,Cheque,0
25304,803686050,25304,803686050,52.39,US Dollar,44.71,Euro,ACH,0
25304,803686050,12966,803746200,52.39,US Dollar,52.39,US Dollar,Wire,0
1217,800B24370,3597,803760B00,6253956.69,US Dollar,6253956.69,US Dollar,ACH,0
3202,802F88C90,20,8038516A0,111.64,US Dollar,111.64,US Dollar,Cheque,0
15680,802676150,5572,803AEAEF0,340.52,US Dollar,340.52,US Dollar,Cheque,0
15680,802676150,5572,803AEAEF0,3189.88,US Dollar,3189.88,US Dollar,Credit Card,0
15680,802676150,5572,803AEAEF0,28.21,US Dollar,28.21,US Dollar,Cash,0
15680,802676150,5572,803AEAEF0,25.91,US Dollar,25.91,US Dollar,ACH,0
15680,802676150,5572,803AEAEF0,10.22,US Dollar,10.22,US Dollar,Wire,0
27175,80362D3B0,3440,803B108F0,3363.88,US Dollar,3363.88,US Dollar,Cheque,0
27175,80362D3B0,3440,803B108F0,1075.04,US Dollar,1075.04,US Dollar,Credit Card,0
13821,80328A860,1639,803B26A40,108.36,US Dollar,108.36,US Dollar,Cheque,0
13821,80328A860,1639,803B26A40,101.61,US Dollar,101.61,US Dollar,Credit Card,0
13821,80328A860,1639,803B26A40,46.33,US Dollar,46.33,US Dollar,Cash,0
13821,80328A860,1639,803B26A40,69.58,US Dollar,69.58,US Dollar,Wire,0
1120,803830550,1120,803B979D0,6157407.44,US Dollar,6157407.44,US Dollar,Cheque,0
27175,803C18F70,12063,803C18F20,49175.66,US Dollar,49175.66,US Dollar,Cheque,0
22661,803C190B0,12063,803C18F20,13098.27,US Dollar,13098.27,US Dollar,ACH,0
70,10042B660,1217,803EB9320,10002.8,US Dollar,10002.8,US Dollar,Credit Card,0
70,10042B660,1217,803EB9320,3809.5,US Dollar,3809.5,US Dollar,Cash,0
24633,803852480,6809,803ED8C10,121057.72,US Dollar,121057.72,US Dollar,Cheque,0
24633,803852480,6809,803ED8C10,185581.96,US Dollar,185581.96,US Dollar,Cash,0
24633,803852480,6809,803ED8C10,154113.38,US Dollar,154113.38,US Dollar,Wire,0
1422,80101A190,13210,803F39BB0,216.95,US Dollar,216.95,US Dollar,Cheque,0
1422,80101A190,13210,803F39BB0,18.6,US Dollar,18.6,US Dollar,Credit Card,0
1422,80101A190,13210,803F39BB0,29.94,US Dollar,29.94,US Dollar,Cash,0
1639,8040A3A80,28102,8040A3A30,4793.59,US Dollar,4793.59,US Dollar,ACH,0
11,800BA4C30,23410,8041C2B40,470.8,US Dollar,470.8,US Dollar,Cheque,0
11,800BA4C30,23410,8041C2B40,15.31,US Dollar,15.31,US Dollar,Credit Card,0
11770,800BA6570,9715,8041C3D50,50107.61,US Dollar,50107.61,US Dollar,Cheque,0
11770,800BA6570,9715,8041C3D50,23006.54,US Dollar,23006.54,US Dollar,Credit Card,0
11770,800BA6570,9715,8041C3D50,13839.0,US Dollar,13839.0,US Dollar,Cash,0
11046,800551460,22364,804245400,5505.38,US Dollar,5505.38,US Dollar,Cheque,0
11046,800551460,22364,804245400,1608.11,US Dollar,1608.11,US Dollar,Credit Card,0
1277,801495D10,13474,80424DC30,547.62,US Dollar,547.62,US Dollar,Cheque,0
1277,801495D10,13474,80424DC30,1439.99,US Dollar,1439.99,US Dollar,Credit Card,0
1394,800CA4CC0,23041,804269D30,630.6,US Dollar,630.6,US Dollar,Cheque,0
1394,800CA4CC0,23041,804269D30,997.9,US Dollar,997.9,US Dollar,Credit Card,0
2860,8019B90F0,1,8042BDC40,163.48,US Dollar,163.48,US Dollar,Cheque,0
2860,8019B90F0,1,8042BDC40,108.12,US Dollar,108.12,US Dollar,Credit Card,0
2860,8019B90F0,1,8042BDC40,43.76,US Dollar,43.76,US Dollar,ACH,0
2860,8019B90F0,1,8042BDC40,93.9,US Dollar,93.9,US Dollar,Wire,0
2860,800F718F0,11483,80437D040,239.35,US Dollar,239.35,US Dollar,Cheque,0
2860,800F718F0,11483,80437D040,1852.24,US Dollar,1852.24,US Dollar,Credit Card,0
2860,800F718F0,11483,80437D040,379.81,US Dollar,379.81,US Dollar,ACH,0
2860,800F718F0,11483,80437D040,104.05,US Dollar,104.05,US Dollar,Wire,0
1812,800B30440,22129,80452AB90,2813.66,US Dollar,2813.66,US Dollar,Cheque,0
1812,800B30440,22129,80452AB90,2953.24,US Dollar,2953.24,US Dollar,Credit Card,0
1812,800B30440,22129,80452AB90,24.54,US Dollar,24.54,US Dollar,Cash,0
1812,800B30440,22129,80452AB90,0.65,US Dollar,0.65,US Dollar,ACH,0
1812,800B30440,22129,80452AB90,4.53,US Dollar,4.53,US Dollar,Wire,0
3597,80179AD70,11483,80453ADD0,157.38,US Dollar,157.38,US Dollar,Cheque,0
3597,80179AD70,11483,80453ADD0,58.47,US Dollar,58.47,US Dollar,Credit Card,0
3597,80179AD70,11483,80453ADD0,32.75,US Dollar,32.75,US Dollar,ACH,0
22124,8023F0D20,3653,804545F70,136.12,US Dollar,136.12,US Dollar,Cheque,0
22124,8023F0D20,3653,804545F70,22.15,US Dollar,22.15,US Dollar,Credit Card,0
22124,8023F0D20,3653,804545F70,36.54,US Dollar,36.54,US Dollar,Wire,0
70,10042B660,1110,804554FB0,405588.03,US Dollar,405588.03,US Dollar,Cheque,0
70,10042B660,1110,804554FB0,25772.22,US Dollar,25772.22,US Dollar,Credit Card,0
70,10042B660,1110,804554FB0,624097.98,US Dollar,624097.98,US Dollar,Cash,0
8814,804558E60,11,804553A60,8543.1,US Dollar,8543.1,US Dollar,ACH,0
13474,801999FA0,13354,8045A83E0,390.53,US Dollar,390.53,US Dollar,Cheque,0
13474,801999FA0,13354,8045A83E0,1580.23,US Dollar,1580.23,US Dollar,Credit Card,0
1231,8011F9DE0,28393,8045EDB00,2185.68,US Dollar,2185.68,US Dollar,Cheque,0
1231,8011F9DE0,28393,8045EDB00,1348.26,US Dollar,1348.26,US Dollar,Credit Card,0
15331,80301F580,2545,8045EF9E0,670.95,US Dollar,670.95,US Dollar,Cheque,0
15331,80301F580,2545,8045EF9E0,658.14,US Dollar,658.14,US Dollar,ACH,0
21566,80120E130,26453,8046DD560,280.37,US Dollar,280.37,US Dollar,Cheque,0
21566,80120E130,26453,8046DD560,2061.65,US Dollar,2061.65,US Dollar,Credit Card,0
3389,803296F70,22435,80470F6A0,8990.85,US Dollar,8990.85,US Dollar,Cheque,0
3389,803296F70,22435,80470F6A0,1976.02,US Dollar,1976.02,US Dollar,Credit Card,0
18656,8040E1610,394,804762070,142.61,US Dollar,142.61,US Dollar,Cheque,0
18656,8040E1610,394,804762070,290.0,US Dollar,290.0,US Dollar,Credit Card,0
394,80271FAB0,9715,8047D0AE0,235.3,US Dollar,235.3,US Dollar,Cheque,0
394,80271FAB0,9715,8047D0AE0,511.48,US Dollar,511.48,US Dollar,Credit Card,0
2692,803854D80,27175,8047E4130,464566.25,US Dollar,464566.25,US Dollar,Cheque,0
2692,803854D80,27175,8047E4130,24963.31,US Dollar,24963.31,US Dollar,Credit Card,0
20,800F33810,18840,803C76DF0,3983.33,US Dollar,3983.33,US Dollar,Cheque,0
20,800F33810,18840,803C76DF0,3517.1,US Dollar,3517.1,US Dollar,Credit Card,0
20,800F33810,18840,803C76DF0,573.85,US Dollar,573.85,US Dollar,Cash,0
20,800F33810,18840,803C76DF0,655.37,US Dollar,655.37,US Dollar,ACH,0
12966,8012D5CF0,11,8048F3BB0,2553.93,US Dollar,2553.93,US Dollar,Cheque,0
12966,8012D5CF0,11,8048F3BB0,252.16,US Dollar,252.16,US Dollar,Credit Card,0
12966,8012D5CF0,11,8048F3BB0,356.04,US Dollar,356.04,US Dollar,Cash,0
11046,804100500,531,8049419A0,8211369.17,US Dollar,8211369.17,US Dollar,Cheque,0
11046,804100500,531,8049419A0,9589.96,US Dollar,9589.96,US Dollar,Credit Card,0
29448,803ECCC80,19182,8049875C0,76.85,US Dollar,76.85,US Dollar,Cheque,0
29448,803ECCC80,19182,8049875C0,38.91,US Dollar,38.91,US Dollar,Cash,0
2175,8013CDF70,21414,804A8E700,2855.57,US Dollar,2855.57,US Dollar,Cash,0
2175,8013CDF70,21414,804A8E700,7586.89,US Dollar,7586.89,US Dollar,ACH,0
3202,80151E540,22129,804AD0230,3577.88,US Dollar,3577.88,US Dollar,Cheque,0
3202,80151E540,22129,804AD0230,10046.6,US Dollar,10046.6,US Dollar,Credit Card,0
1812,800C77050,1889,804AEFEC0,5002.03,US Dollar,5002.03,US Dollar,Cheque,0
1812,800C77050,1889,804AEFEC0,3221.92,US Dollar,3221.92,US Dollar,Credit Card,0
1812,800C77050,1889,804AEFEC0,653.84,US Dollar,653.84,US Dollar,ACH,0
1439,80099A030,8814,804B09990,855.35,US Dollar,855.35,US Dollar,Cheque,0
1439,80099A030,8814,804B09990,44.18,US Dollar,44.18,US Dollar,Credit Card,0
1439,80099A030,8814,804B09990,53.0,US Dollar,53.0,US Dollar,ACH,0
21939,8010CD170,15640,804CCAE50,241.14,US Dollar,241.14,US Dollar,Cheque,0
12,800611380,24216,804D105B0,0.78,US Dollar,0.78,US Dollar,Cheque,0
12,800611380,24216,804D105B0,4.5,US Dollar,4.5,US Dollar,Cash,0
12,800611380,24216,804D105B0,0.1,US Dollar,0.1,US Dollar,Wire,0
20,80010AC20,22481,804D3BD70,72.89,US Dollar,72.89,US Dollar,Cheque,0
20,80010AC20,22481,804D3BD70,142.46,US Dollar,142.46,US Dollar,ACH,0
22124,8014615D0,8801,804D6A390,142.32,US Dollar,142.32,US Dollar,Cheque,0
23410,8030A5D50,13474,804F1F2D0,694.46,US Dollar,694.46,US Dollar,Cheque,0
23410,8030A5D50,13474,804F1F2D0,679.02,US Dollar,679.02,US Dollar,Credit Card,0
22129,801623270,1807,8050D2320,11.51,US Dollar,11.51,US Dollar,Cheque,0
22129,801623270,1807,8050D2320,30.36,US Dollar,30.36,US Dollar,Credit Card,0
394,8007D7F90,15331,8050EDA20,11444.5,US Dollar,11444.5,US Dollar,Cheque,0
70,10042B660,13354,805102120,318.02,US Dollar,318.02,US Dollar,Cheque,0
70,10042B660,13354,805102120,188.84,US Dollar,188.84,US Dollar,Credit Card,0
70,10042B660,13354,805102120,34.97,US Dollar,34.97,US Dollar,Cash,0
20,800223E30,111913,805106860,90.87,US Dollar,90.87,US Dollar,Cheque,0
20,800223E30,111913,805106860,266.42,US Dollar,266.42,US Dollar,Credit Card,0
1291,800AD96C0,3440,805238620,944.73,US Dollar,944.73,US Dollar,Cheque,0
1291,800AD96C0,3440,805238620,3976.27,US Dollar,3976.27,US Dollar,Cash,0
3440,8029335F0,8814,80530DE60,3467.0,US Dollar,3467.0,US Dollar,Cheque,0
3440,8029335F0,8814,80530DE60,2114.81,US Dollar,2114.81,US Dollar,ACH,0
11,8033647D0,531,805388720,3477.46,US Dollar,3477.46,US Dollar,Cheque,0
11,8033647D0,531,805388720,2555.44,US Dollar,2555.44,US Dollar,Credit Card,0
12,8019D00E0,212996,8054CB750,299.81,US Dollar,299.81,US Dollar,Cheque,0
12,8019D00E0,212996,8054CB750,97.53,US Dollar,97.53,US Dollar,Credit Card,0
12,8019D00E0,212996,8054CB750,0.68,US Dollar,0.68,US Dollar,Cash,0
12,8019D00E0,212996,8054CB750,0.54,US Dollar,0.54,US Dollar,Wire,0
3460,80366D9E0,3460,80366D9E0,112620.33,US Dollar,96110.19,Euro,ACH,0
3460,80366D9E0,5621,8055AE760,112620.33,US Dollar,112620.33,US Dollar,Cheque,0
3460,80366D9E0,3460,80366D9E0,5169.67,US Dollar,4411.8,Euro,ACH,0
3460,80366D9E0,5621,8055AE760,5169.67,US Dollar,5169.67,US Dollar,Credit Card,0
13474,8037EFD20,3202,8056540D0,74.55,US Dollar,74.55,US Dollar,Cheque,0
13474,8037EFD20,3202,8056540D0,68.07,US Dollar,68.07,US Dollar,Credit Card,0
70,10042B660,18084,805749410,2098.95,US Dollar,2098.95,US Dollar,Cheque,0
70,10042B660,18084,805749410,3399.24,US Dollar,3399.24,US Dollar,Credit Card,0
224,800110B90,14162,8058496A0,1525.66,US Dollar,1525.66,US Dollar,Cheque,0
224,800110B90,14162,8058496A0,390.01,US Dollar,390.01,US Dollar,Cash,0
11222,800BA1D20,18890,80590E980,313.5,US Dollar,313.5,US Dollar,Cheque,0
11222,800BA1D20,18890,80590E980,428.69,US Dollar,428.69,US Dollar,Cash,0
70,10042B660,22086,805971190,2131.85,US Dollar,2131.85,US Dollar,Cheque,0
1639,805498DF0,22481,805994180,295.87,US Dollar,295.87,US Dollar,Cheque,0
1639,805498DF0,22481,805994180,153.73,US Dollar,153.73,US Dollar,Credit Card,0
15331,8021773A0,6314,8059C39C0,151.87,US Dollar,151.87,US Dollar,Cheque,0
13821,802AFCD60,14133,8059E9AF0,9749.48,US Dollar,9749.48,US Dollar,Cheque,0
13821,802AFCD60,14133,8059E9AF0,12758.56,US Dollar,12758.56,US Dollar,Credit Card,0
13821,802AFCD60,14133,8059E9AF0,59875.99,US Dollar,59875.99,US Dollar,Wire,0
11046,800BA56C0,22364,802083020,2407.22,US Dollar,2407.22,US Dollar,Credit Card,0
11046,800BA56C0,22364,802083020,3365.11,US Dollar,3365.11,US Dollar,Cash,0
11046,800BA56C0,22364,802083020,1942.47,US Dollar,1942.47,US Dollar,ACH,0
22129,8013DA6F0,20,805AA4190,660.86,US Dollar,660.86,US Dollar,Cheque,0
22595,804A929A0,22661,805AB56B0,949.26,US Dollar,949.26,US Dollar,Cheque,0
22595,804A929A0,22661,805AB56B0,324.66,US Dollar,324.66,US Dollar,Credit Card,0
1277,805685540,5687,805C31320,4442.79,US Dollar,4442.79,US Dollar,Cheque,0
3389,8014091D0,13243,8055ADA10,69.14,US Dollar,69.14,US Dollar,Cheque,0
3389,8014091D0,13243,8055ADA10,93.54,US Dollar,93.54,US Dollar,Credit Card,0
22031,800D8C0F0,11047,805CB4950,81.99,US Dollar,81.99,US Dollar,Cheque,0
22031,800D8C0F0,11047,805CB4950,111.27,US Dollar,111.27,US Dollar,Credit Card,0
21414,804BFDE30,4894,805CD98C0,141.97,US Dollar,141.97,US Dollar,Cheque,0
21414,804BFDE30,4894,805CD98C0,182.53,US Dollar,182.53,US Dollar,Credit Card,0
1439,800AC39D0,5206,805D66C30,2807.45,US Dollar,2807.45,US Dollar,Cheque,0
1439,800AC39D0,5206,805D66C30,1193.86,US Dollar,1193.86,US Dollar,Credit Card,0
20,801EDE040,14162,805DD1500,12192.88,US Dollar,12192.88,US Dollar,Cheque,0
1422,803351BA0,24523,805E2E9D0,5174.73,US Dollar,5174.73,US Dollar,Cheque,0
1422,803351BA0,24523,805E2E9D0,2746.47,US Dollar,2746.47,US Dollar,Cash,0
1422,803351BA0,24523,805E2E9D0,116.79,US Dollar,116.79,US Dollar,ACH,0
11701,80160B2D0,113016,80575ED20,4988.32,US Dollar,4988.32,US Dollar,Cheque,0
1639,801A007B0,14648,805E43810,220.65,US Dollar,220.65,US Dollar,Cheque,0
1639,801A007B0,14648,805E43810,113.93,US Dollar,113.93,US Dollar,Credit Card,0
22185,803D087A0,18656,805EB94E0,4.17,US Dollar,4.17,US Dollar,Cheque,0
22185,803D087A0,18656,805EB94E0,7.74,US Dollar,7.74,US Dollar,Credit Card,0
12,8048D1DD0,12,8048D1DD0,40780.49,US Dollar,273131.43,Yuan,ACH,0
12,8048D1DD0,114954,805EC4B20,40780.49,US Dollar,40780.49,US Dollar,Cheque,0
12,8048D1DD0,12,8048D1DD0,34971.36,US Dollar,234224.16,Yuan,ACH,0
12,8048D1DD0,114954,805EC4B20,34971.36,US Dollar,34971.36,US Dollar,ACH,0
210700,804D3E760,215191,805EE9A00,246.05,US Dollar,246.05,US Dollar,Cheque,0
210700,804D3E760,215191,805EE9A00,181.48,US Dollar,181.48,US Dollar,Credit Card,0
210700,804D3E760,215191,805EE9A00,10.87,US Dollar,10.87,US Dollar,Cash,0
210700,804D3E760,215191,805EE9A00,6.02,US Dollar,6.02,US Dollar,ACH,0
20,8011B7820,8318,80458E630,19764.22,US Dollar,19764.22,US Dollar,Cheque,0
22661,803364A60,5206,805F06640,5369.34,US Dollar,5369.34,US Dollar,Cheque,0
2175,8047256B0,115128,805F74C40,687.08,US Dollar,687.08,US Dollar,Cheque,0
2175,8047256B0,115128,805F74C40,3051.65,US Dollar,3051.65,US Dollar,Credit Card,0
15331,805EBBA80,114721,805FE0EA0,132.29,US Dollar,132.29,US Dollar,Cheque,0
15331,805EBBA80,114721,805FE0EA0,107.63,US Dollar,107.63,US Dollar,Credit Card,0
15331,805EBBA80,114721,805FE0EA0,98.99,US Dollar,98.99,US Dollar,ACH,0
349,805F18190,3653,80601C7F0,203.72,US Dollar,203.72,US Dollar,Cheque,0
2860,800BC44E0,13243,805C46FA0,1182.32,US Dollar,1182.32,US Dollar,Cheque,0
2860,800BC44E0,13243,805C46FA0,2514.93,US Dollar,2514.93,US Dollar,Credit Card,0
2860,800BC44E0,13243,805C46FA0,1704.7,US Dollar,1704.7,US Dollar,Cash,0
22224,800F69360,8318,806050650,109.98,US Dollar,109.98,US Dollar,Cheque,0
22224,800F69360,8318,806050650,123.28,US Dollar,123.28,US Dollar,Credit Card,0
22224,800F69360,8318,806050650,7.57,US Dollar,7.57,US Dollar,ACH,0
12,800057A30,23760,8060A1BD0,291.65,US Dollar,291.65,US Dollar,Cheque,0
12,800057A30,23760,8060A1BD0,25.29,US Dollar,25.29,US Dollar,Credit Card,0
12,800057A30,23760,8060A1BD0,5.17,US Dollar,5.17,US Dollar,ACH,0
8814,805CD78B0,1807,8060A5BA0,1259.17,US Dollar,1259.17,US Dollar,Cheque,0
8814,805CD78B0,1807,8060A5BA0,1890.95,US Dollar,1890.95,US Dollar,ACH,0
2368,802ECEFF0,215107,8060D1420,102.2,US Dollar,102.2,US Dollar,Cheque,0
2368,802ECEFF0,215107,8060D1420,253.18,US Dollar,253.18,US Dollar,ACH,0
113213,805CCA5D0,25242,80610EAD0,200.75,US Dollar,200.75,US Dollar,Cheque,0
113213,805CCA5D0,25242,80610EAD0,272.91,US Dollar,272.91,US Dollar,Credit Card,0
1639,800848AC0,21939,80611AB40,434.43,US Dollar,434.43,US Dollar,Cheque,0
25856,80248BFB0,25856,80248BFB0,2665.93,US Dollar,2275.1,Euro,ACH,0
25856,80248BFB0,112568,806132220,2665.93,US Dollar,2665.93,US Dollar,Cheque,0
25856,80248BFB0,25856,80248BFB0,11556.6,US Dollar,9862.41,Euro,ACH,0
25856,80248BFB0,112568,806132220,11556.6,US Dollar,11556.6,US Dollar,Cash,0
25856,80248BFB0,25856,80248BFB0,9037.5,US Dollar,7712.6,Euro,ACH,0
25856,80248BFB0,112568,806132220,9037.5,US Dollar,9037.5,US Dollar,Wire,0
